Trade ID,Symbol,Strategy Name,Entry Time,Exit Time,Entry Price,Exit Price,Position Size,Direction,PnL,PnL %,Candle Index Entry,Candle Index Exit,SL,TP,Risk-Reward Ratio,Commissions,Spread
1,,CrossSignalStrategy,2024-12-30 02:00:00,2024-12-30 02:15:00,2622.592,2622.592,0,Long,1.7539999999999054,0.06688039923861223,98,99,2622.113,2624.346,3.6617954070958656,0.0,1.4909999999999854
2,,CrossSignalStrategy,2024-12-31 10:30:00,2024-12-31 10:45:00,2611.341,2611.341,0,Long,-0.013999999999668944,-0.0005361230111145555,224,225,2611.327,2616.083,338.7142857223088,0.0,2.624000000000251
