DateTime,Open,High,Low,Close,Volume,RSI,EMA21,EMA51,Diff,CrossSignal,SL,TP
2024-12-27 00:30:00,2632.41,2632.988,2631.303,2631.663,767,40.45423169990305,2633.8816666666658,,,0.0,2631.303,2631.269
2024-12-27 00:45:00,2631.669,2632.237,2631.341,2631.387,832,39.48948376936708,2633.744095238095,,,0.0,2631.341,2631.444
2024-12-27 01:00:00,2631.351,2633.83,2630.773,2632.778,1966,46.42409537679533,2633.6496666666662,,,0.0,2630.773,2632.154
2024-12-27 01:15:00,2632.741,2633.866,2631.008,2631.269,1364,40.94243922144991,2633.528571428571,,,0.0,2631.008,2629.917
2024-12-27 01:30:00,2631.276,2632.161,2630.624,2631.444,1366,41.800700638169204,2633.4050476190473,,,0.0,2630.624,2630.082
2024-12-27 01:45:00,2631.39,2633.698,2631.365,2632.154,1316,45.27550854787067,2633.2507142857144,,,0.0,2631.365,2629.546
2024-12-27 02:00:00,2632.128,2632.268,2629.702,2629.917,1336,37.64851740292483,2633.011047619048,,,0.0,2629.702,2632.931
2024-12-27 02:15:00,2629.887,2631.088,2629.595,2630.082,1039,38.4718333419094,2632.7543333333338,,,0.0,2629.595,2632.61
2024-12-27 02:30:00,2630.008,2630.809,2628.886,2629.546,1430,36.77313626855745,2632.4690952380956,,,0.0,2628.886,2632.83
2024-12-27 02:45:00,2629.562,2633.738,2629.449,2632.931,1556,51.37507616743263,2632.403380952381,,,0.0,2629.449,2634.211
2024-12-27 03:00:00,2632.911,2633.089,2631.647,2632.61,1340,50.1913031643873,2632.317904761905,,,0.0,2631.647,2633.709
2024-12-27 03:15:00,2632.618,2633.444,2631.8,2632.83,1399,51.0242162382781,2632.273285714286,,,0.0,2631.8,2632.936
2024-12-27 03:30:00,2632.823,2635.512,2632.758,2634.211,1663,55.998367321004004,2632.277190476191,,,0.0,2632.758,2632.717
2024-12-27 03:45:00,2634.211,2634.715,2633.709,2633.709,1047,53.85707925432488,2632.262571428572,,,0.0,2633.709,2633.589
2024-12-27 04:00:00,2633.744,2633.851,2632.144,2632.936,970,50.64562231046168,2632.2363809523818,,,0.0,2632.144,2633.495
2024-12-27 04:15:00,2632.967,2633.615,2631.975,2632.717,998,49.740681156522434,2632.2377619047625,,,0.0,2631.975,2632.994
2024-12-27 04:30:00,2632.681,2633.854,2632.391,2633.589,806,53.317443710431625,2632.2865714285717,,,0.0,2632.391,2633.753
2024-12-27 04:45:00,2633.571,2634.0,2632.993,2633.495,622,52.88056024198893,2632.2886666666673,,,0.0,2632.993,2632.681
2024-12-27 05:00:00,2633.513,2634.236,2632.933,2632.994,820,50.50521326793802,2632.303428571429,,,0.0,2632.933,2631.342
2024-12-27 05:15:00,2633.001,2634.01,2632.684,2633.753,797,53.88480176271961,2632.3100000000004,,,0.0,2632.684,2633.763
2024-12-27 05:30:00,2633.753,2634.166,2632.52,2632.681,1250,48.81495374210914,2632.3188571428573,2632.8962549019607,-0.5773977591034054,0.0,2632.52,2636.505
2024-12-27 05:45:00,2632.686,2632.895,2631.338,2631.342,1057,43.33095454557662,2632.3035714285716,2632.829196078432,-0.5256246498602195,0.0,2631.338,2635.064
2024-12-27 06:00:00,2631.311,2633.945,2631.256,2633.763,1201,53.502232022754704,2632.416714285714,2632.834627450981,-0.417913165266782,0.0,2631.256,2634.694
2024-12-27 06:15:00,2633.75,2637.029,2633.75,2636.505,1481,61.85333004183901,2632.5941904761903,2632.9022745098046,-0.3080840336142501,0.0,2633.75,2636.659
2024-12-27 06:30:00,2636.553,2636.993,2634.001,2635.064,1608,56.14625619853718,2632.7749047619045,2632.9600392156876,-0.185134453783121,0.0,2634.001,2636.347
2024-12-27 06:45:00,2635.046,2635.627,2633.776,2634.694,1223,54.74939844038945,2632.9296666666664,2633.0418627450986,-0.11219607843213453,0.0,2633.776,2635.598
2024-12-27 07:00:00,2634.742,2637.493,2633.955,2636.659,1611,60.38609380536754,2633.14419047619,2633.201156862746,-0.0569663865558141,0.0,2633.955,2633.638
2024-12-27 07:15:00,2636.625,2637.716,2636.102,2636.347,1554,59.12670278963317,2633.4503809523803,2633.3122745098053,0.13810644257500826,1.0,2636.102,2629.503
2024-12-27 07:30:00,2636.307,2638.314,2635.251,2635.598,1542,56.10179382920689,2633.713047619047,2633.434686274511,0.2783613445358242,0.0,2635.251,2629.534
2024-12-27 07:45:00,2635.593,2636.024,2633.127,2633.638,1282,49.03256276538953,2633.907904761904,2633.474392156864,0.4335126050400504,0.0,2633.127,2628.068
2024-12-27 08:00:00,2633.599,2633.599,2627.88,2629.503,1941,38.11949809060246,2633.744666666666,2633.3659019607853,0.3787647058807124,0.0,2627.88,2626.195
2024-12-27 08:15:00,2629.555,2630.016,2627.434,2629.534,1896,38.23049403921663,2633.5981904761898,2633.2729215686286,0.325268907561167,0.0,2627.434,2625.817
2024-12-27 08:30:00,2629.54,2630.14,2627.951,2628.068,1307,35.030449860960424,2633.3714285714277,2633.141686274511,0.22974229691681103,0.0,2627.951,2627.193
2024-12-27 08:45:00,2628.07,2628.122,2626.072,2626.195,1356,31.412690398453613,2632.989714285713,2632.9923333333345,-0.0026190476214651426,-1.0,2626.072,2624.819
2024-12-27 09:00:00,2626.198,2627.18,2625.192,2625.817,1304,30.723089893274697,2632.6139047619035,2632.8311372549033,-0.21723249299975578,0.0,2625.192,2624.044
2024-12-27 09:15:00,2625.822,2627.707,2625.044,2627.193,1164,36.21265896011199,2632.3404285714273,2632.6703137254917,-0.32988515406441365,0.0,2625.044,2625.81
2024-12-27 09:30:00,2627.18,2627.18,2624.488,2624.819,1182,31.56529616302995,2631.9643333333324,2632.4716666666677,-0.5073333333352821,0.0,2624.488,2627.158
2024-12-27 09:45:00,2624.81,2625.319,2623.635,2624.044,1184,30.20260861170919,2631.5098095238086,2632.247568627452,-0.7377591036433842,0.0,2623.635,2625.165
2024-12-27 10:00:00,2624.011,2625.81,2623.694,2625.81,1156,36.88862925341046,2631.143857142856,2632.056862745099,-0.9130056022427198,0.0,2623.694,2626.676
2024-12-27 10:15:00,2625.798,2627.307,2625.337,2627.158,1124,41.495457149177895,2630.8659523809515,2631.9166078431385,-1.0506554621870237,0.0,2625.337,2626.423
2024-12-27 10:30:00,2627.121,2628.063,2623.452,2625.165,1552,37.17484189114377,2630.4569999999994,2631.7354313725505,-1.2784313725510401,0.0,2623.452,2626.156
2024-12-27 10:45:00,2625.16,2626.901,2624.928,2626.676,1176,42.09733841059461,2630.171047619047,2631.5963921568646,-1.4253445378176366,0.0,2624.928,2627.72
2024-12-27 11:00:00,2626.711,2626.856,2625.132,2626.423,1263,41.51085697839997,2629.936809523809,2631.445294117649,-1.5084845938399667,0.0,2625.132,2628.642
2024-12-27 11:15:00,2626.45,2627.459,2626.009,2626.156,1256,40.86384212655712,2629.5745714285713,2631.29117647059,-1.7166050420187275,0.0,2626.009,2630.432
2024-12-27 11:30:00,2626.123,2627.724,2625.746,2627.72,1005,46.15785590325612,2629.156238095238,2631.1781176470604,-2.021879551822167,0.0,2625.746,2628.733
2024-12-27 11:45:00,2627.715,2628.856,2627.293,2628.642,1251,49.05337376196045,2628.850428571429,2631.0987843137273,-2.248355742298372,0.0,2627.293,2627.619
2024-12-27 12:00:00,2628.638,2630.633,2628.308,2630.432,1348,54.20270172968019,2628.6474761904765,2631.0569803921585,-2.4095042016820116,0.0,2628.308,2626.228
2024-12-27 12:15:00,2630.439,2631.575,2628.091,2628.733,1485,49.127166238984806,2628.2700476190475,2630.964470588237,-2.694422969189418,0.0,2628.091,2625.811
2024-12-27 12:30:00,2628.761,2629.865,2627.437,2627.619,1570,46.080304349384015,2627.8544285714283,2630.8651568627465,-3.0107282913181734,0.0,2627.437,2620.648
2024-12-27 12:45:00,2627.657,2628.338,2625.658,2626.228,1278,42.53311126137684,2627.408238095238,2630.720313725492,-3.31207563025373,0.0,2625.658,2621.267
2024-12-27 13:00:00,2626.294,2626.697,2621.515,2625.811,3189,41.50170668116352,2627.035523809524,2630.5892549019622,-3.5537310924382837,0.0,2621.515,2618.778
2024-12-27 13:15:00,2625.855,2627.277,2619.883,2620.648,3000,31.361452776772115,2626.613857142858,2630.3732745098055,-3.759417366947673,0.0,2619.883,2616.597
2024-12-27 13:30:00,2620.649,2621.866,2618.052,2621.267,2560,33.460562805078865,2626.220190476191,2630.174843137256,-3.954652661065211,0.0,2618.052,2614.956
2024-12-27 13:45:00,2621.292,2622.676,2618.778,2618.778,2598,29.5475797671221,2625.77780952381,2629.900333333335,-4.122523809524864,0.0,2618.778,2616.328
2024-12-27 14:00:00,2618.828,2619.414,2614.976,2616.597,2900,26.61094172744871,2625.3207619047625,2629.612647058825,-4.291885154062584,0.0,2614.976,2615.761
2024-12-27 14:15:00,2616.617,2618.914,2614.229,2614.956,2288,24.627639528211226,2624.8035714285716,2629.2893529411785,-4.485781512606991,0.0,2614.229,2615.094
2024-12-27 14:30:00,2614.926,2616.728,2611.579,2616.328,4540,29.367478357344524,2624.2861904761908,2628.9790392156883,-4.692848739497549,0.0,2611.579,2614.838
2024-12-27 14:45:00,2616.297,2618.215,2615.083,2615.761,3289,28.56793156437632,2623.8548571428573,2628.7014705882375,-4.8466134453801715,0.0,2615.083,2617.161
2024-12-27 15:00:00,2615.718,2618.431,2613.665,2615.094,3235,27.615449506656496,2623.4286666666667,2628.4075882352968,-4.978921568630085,0.0,2613.665,2618.134
2024-12-27 15:15:00,2615.122,2617.557,2613.893,2614.838,2877,27.24005765299004,2622.9061904761907,2628.1191960784336,-5.213005602242902,0.0,2613.893,2616.683
2024-12-27 15:30:00,2614.801,2617.767,2612.897,2617.161,2540,35.77205447899389,2622.430142857143,2627.8099803921586,-5.3798375350156675,0.0,2612.897,2618.993
