DateTime,Open,High,Low,Close,Volume,RSI,EMA21,EMA51,Diff,CrossSignal,SL,TP
2024-12-27 15:45:00,2617.199,2619.471,2616.882,2618.134,2102,38.9986610961628,2622.095333333333,2627.526137254904,-5.430803921570714,0.0,2616.882,2617.589
2024-12-27 16:00:00,2618.174,2619.054,2616.369,2616.683,1856,36.08717865671143,2621.6194761904762,2627.2095294117667,-5.590053221290418,0.0,2616.369,2617.898
2024-12-27 16:15:00,2616.723,2619.501,2615.294,2618.993,1836,43.339456955230965,2621.2656666666667,2626.9111372549037,-5.6454705882370035,0.0,2615.294,2615.481
2024-12-27 16:30:00,2619.011,2619.253,2616.795,2617.589,1900,40.34308715175089,2620.857714285714,2626.595058823531,-5.73734453781708,0.0,2616.795,2615.888
2024-12-27 16:45:00,2617.624,2619.798,2616.992,2617.898,1850,41.30489841823765,2620.39,2626.300196078433,-5.910196078433273,0.0,2616.992,2616.002
2024-12-27 17:00:00,2617.932,2618.303,2614.972,2615.481,1667,36.36602623854322,2619.7632857142853,2625.962235294119,-6.198949579833879,0.0,2614.972,2615.839
2024-12-27 17:15:00,2615.517,2616.745,2614.91,2615.888,2052,37.71654726557735,2619.070714285714,2625.6151568627465,-6.5444425770324415,0.0,2614.91,2617.846
2024-12-27 17:30:00,2615.903,2616.452,2614.083,2616.002,2081,38.11274197561286,2618.464476190476,2625.272156862747,-6.80768067227109,0.0,2614.083,2616.959
2024-12-27 17:45:00,2615.996,2616.22,2614.479,2615.839,1677,37.743049665059324,2617.9035238095234,2624.9357843137273,-7.032260504203805,0.0,2614.479,2619.61
2024-12-27 18:00:00,2615.877,2617.917,2615.287,2617.846,1499,44.83807698544907,2617.5043809523804,2624.623882352943,-7.119501400562513,0.0,2615.287,2618.689
2024-12-27 18:15:00,2617.822,2617.955,2615.691,2616.959,1519,42.53114780098484,2617.0828571428565,2624.315607843139,-7.232750700282395,0.0,2615.691,2617.599
2024-12-27 18:30:00,2616.995,2620.148,2616.995,2619.61,1440,50.69586940932837,2617.033428571428,2624.085568627452,-7.0521400560242,0.0,2616.995,2618.643
2024-12-27 18:45:00,2619.617,2619.85,2618.024,2618.689,1164,48.13714354276832,2616.910666666666,2623.7900000000013,-6.879333333335126,0.0,2618.024,2619.456
2024-12-27 19:00:00,2618.667,2618.918,2617.511,2617.599,1383,45.22771697068913,2616.8545238095235,2623.419294117648,-6.56477030812448,0.0,2617.511,2620.685
2024-12-27 19:15:00,2617.622,2618.938,2617.417,2618.643,1189,48.44198408953317,2616.951952380952,2623.097313725491,-6.145361344538742,0.0,2617.417,2615.172
2024-12-27 19:30:00,2618.61,2619.594,2618.432,2619.456,987,50.860381306600566,2617.166238095238,2622.798529411766,-5.632291316528153,0.0,2618.432,2613.238
2024-12-27 19:45:00,2619.459,2621.394,2619.448,2620.685,1034,54.34656985862271,2617.373714285714,2622.4853137254913,-5.111599439777365,0.0,2619.448,2613.446
2024-12-27 20:00:00,2620.719,2620.848,2614.908,2615.172,1389,40.474973184989906,2617.345666666666,2622.0701176470593,-4.724450980393158,0.0,2614.908,2615.499
2024-12-27 20:15:00,2615.211,2615.854,2613.173,2613.238,1271,36.915271964083395,2617.2572857142854,2621.6316862745107,-4.37440056022524,0.0,2613.173,2616.474
2024-12-27 20:30:00,2613.221,2614.677,2612.712,2613.446,1760,37.55139521002116,2617.1909999999993,2621.235764705883,-4.044764705883608,0.0,2612.712,2616.223
2024-12-27 20:45:00,2613.491,2616.934,2613.491,2615.499,1801,43.596871504411205,2617.1118571428565,2620.961176470589,-3.849319327732701,0.0,2613.491,2618.937
2024-12-27 21:00:00,2615.458,2616.486,2615.32,2616.474,754,46.25774377386558,2617.032809523809,2620.705098039217,-3.672288515407672,0.0,2615.32,2621.623
2024-12-27 21:15:00,2616.471,2616.743,2615.823,2616.223,568,45.66054933451517,2617.0109047619044,2620.472843137256,-3.461938375351565,0.0,2615.823,2623.044
2024-12-27 21:30:00,2616.193,2618.937,2615.861,2618.937,719,52.76195084230648,2617.0082380952376,2620.330529411766,-3.322291316528208,0.0,2615.861,2623.857
2024-12-27 21:45:00,2618.948,2621.98,2618.656,2621.623,1537,58.53717168450746,2617.2003333333328,2620.248294117648,-3.0479607843153644,0.0,2618.656,2624.76
2024-12-29 23:00:00,2621.977,2623.301,2621.632,2623.044,874,61.23717801302543,2617.44538095238,2620.1669411764715,-2.721560224091263,0.0,2621.632,2624.035
2024-12-29 23:15:00,2623.001,2626.102,2622.446,2623.857,1180,62.73244223892777,2617.844238095238,2620.1480784313735,-2.303840336135636,0.0,2622.446,2624.322
2024-12-29 23:30:00,2623.831,2624.794,2622.48,2624.76,810,64.37615250351865,2618.266714285714,2620.1621176470603,-1.8954033613463253,0.0,2622.48,2624.207
2024-12-29 23:45:00,2624.772,2626.159,2623.753,2624.035,1146,62.01132071489324,2618.6492380952377,2620.1273137254916,-1.4780756302538975,0.0,2623.753,2623.601
2024-12-30 00:00:00,2624.08,2625.489,2623.781,2624.322,905,62.59706690363062,2619.05319047619,2620.0717058823543,-1.0185154061641697,0.0,2623.781,2622.555
2024-12-30 00:15:00,2624.384,2624.408,2623.041,2624.207,781,62.18332468251816,2619.356095238095,2620.0529215686292,-0.6968263305343498,0.0,2623.041,2623.537
2024-12-30 00:30:00,2624.225,2624.365,2622.778,2623.601,734,59.93521551810189,2619.6723809523805,2619.9926274509817,-0.3202464986011364,0.0,2622.778,2625.298
2024-12-30 00:45:00,2623.62,2623.905,2621.453,2622.555,896,56.16103796515029,2619.8126190476187,2619.916784313727,-0.10416526610833898,0.0,2621.453,2625.762
2024-12-30 01:00:00,2622.592,2624.804,2622.113,2623.537,2920,58.785014198997665,2620.0434761904758,2619.8654313725506,0.17804481792518345,1.0,2622.113,2624.346
2024-12-30 01:15:00,2623.57,2626.285,2623.57,2625.298,1662,63.05554139995334,2620.410095238095,2619.8179411764722,0.5921540616227503,0.0,2623.57,2623.673
2024-12-30 01:30:00,2625.373,2626.833,2624.77,2625.762,1649,64.11073986592596,2620.7490952380954,2619.761470588237,0.9876246498583896,0.0,2624.77,2623.89
2024-12-30 01:45:00,2625.762,2626.24,2623.928,2624.346,1381,58.60924250323792,2620.9819523809524,2619.6421372549034,1.3398151260489612,0.0,2623.928,2623.795
2024-12-30 02:00:00,2624.359,2624.359,2622.36,2623.673,1437,56.1432912737191,2621.124238095238,2619.542921568629,1.5813165266090436,0.0,2622.36,2623.965
2024-12-30 02:15:00,2623.711,2624.47,2622.979,2623.89,958,56.774807714791265,2621.539380952381,2619.46980392157,2.0695770308111605,0.0,2622.979,2624.787
2024-12-30 02:30:00,2623.907,2625.498,2623.403,2623.795,1311,56.39197023532204,2622.0420952380955,2619.4220980392174,2.6199971988780817,0.0,2623.403,2627.077
2024-12-30 02:45:00,2623.846,2624.896,2623.003,2623.965,1385,56.951377414623316,2622.543,2619.385901960786,3.1570980392139063,0.0,2623.003,2626.926
2024-12-30 03:00:00,2623.93,2625.254,2623.138,2624.787,1361,59.646917910120145,2622.985285714286,2619.4670588235313,3.518226890754704,0.0,2623.138,2626.579
2024-12-30 03:15:00,2624.861,2628.111,2624.465,2627.077,1215,66.02876364229844,2623.4901904761905,2619.580980392159,3.909210084031656,0.0,2624.465,2623.485
2024-12-30 03:30:00,2627.077,2628.104,2626.752,2626.926,964,65.29546854417174,2623.9998571428573,2619.740745098041,4.2591120448164475,0.0,2626.752,2623.578
2024-12-30 03:45:00,2626.932,2627.381,2625.465,2626.579,960,63.548879526809664,2624.363761904762,2619.936470588237,4.427291316525043,0.0,2625.465,2622.609
2024-12-30 04:00:00,2626.567,2626.567,2623.317,2623.485,822,50.561937359569434,2624.4524285714288,2620.1037058823545,4.348722689074293,0.0,2623.317,2622.243
2024-12-30 04:15:00,2623.488,2624.726,2623.257,2623.578,735,50.886833288060416,2624.4778571428574,2620.2458627450997,4.231994397757717,0.0,2623.257,2623.344
2024-12-30 04:30:00,2623.609,2623.73,2621.488,2622.609,831,47.39209809785773,2624.418428571428,2620.3801372549033,4.038291316524919,0.0,2621.488,2622.563
2024-12-30 04:45:00,2622.6,2623.563,2621.508,2622.243,1236,46.10417164609287,2624.2985714285714,2620.5203137254916,3.7782577030798166,0.0,2621.508,2622.16
2024-12-30 05:00:00,2622.205,2623.591,2621.675,2623.344,1021,50.46517736674871,2624.2656666666667,2620.6870980392173,3.5785686274493855,0.0,2621.675,2623.748
2024-12-30 05:15:00,2623.319,2624.205,2622.388,2622.563,976,47.527367639505364,2624.1819047619047,2620.7930196078446,3.3888851540600626,0.0,2622.388,2622.913
2024-12-30 05:30:00,2622.515,2622.662,2620.479,2622.16,1610,46.03804952481209,2624.084428571429,2620.871960784315,3.2124677871138374,0.0,2620.479,2623.036
2024-12-30 05:45:00,2622.136,2623.859,2621.335,2623.748,1194,52.37150478105343,2624.0914285714284,2621.0104901960794,3.0809383753489783,0.0,2621.335,2620.159
2024-12-30 06:00:00,2623.708,2624.674,2622.75,2622.913,1336,49.10770600189885,2624.1084761904763,2621.0873529411774,3.021123249298853,0.0,2622.75,2619.131
2024-12-30 06:15:00,2622.913,2623.421,2621.877,2623.036,1175,49.60591459052605,2624.084619047619,2621.194156862746,2.890462184873286,0.0,2621.877,2619.015
2024-12-30 06:30:00,2623.082,2623.085,2619.816,2620.159,1408,39.793230560505286,2623.8399047619046,2621.238490196079,2.6014145658255075,0.0,2619.816,2619.027
2024-12-30 06:45:00,2620.176,2620.176,2618.319,2619.131,1597,36.97847138197754,2623.5241428571426,2621.3100588235297,2.214084033612835,0.0,2618.319,2616.88
2024-12-30 07:00:00,2619.098,2619.908,2616.893,2619.015,1365,36.663324189345374,2623.270285714286,2621.37137254902,1.8989131652656397,0.0,2616.893,2616.784
2024-12-30 07:15:00,2619.019,2620.028,2618.636,2619.027,1261,36.72340220074807,2623.0490476190475,2621.43068627451,1.618361344537334,0.0,2618.636,2615.423
2024-12-30 07:30:00,2619.03,2619.302,2616.611,2616.88,1296,31.04874296843938,2622.715238095238,2621.451098039216,1.2641400560219154,0.0,2616.611,2615.139
2024-12-30 07:45:00,2616.92,2617.698,2615.813,2616.784,1267,30.819421228417365,2622.381380952381,2621.430274509805,0.9511064425760196,0.0,2615.813,2613.699
2024-12-30 08:00:00,2616.758,2617.456,2615.192,2615.423,1343,27.696263200762473,2621.974619047619,2621.4001568627464,0.5744621848725728,0.0,2615.192,2611.875
2024-12-30 08:15:00,2615.405,2615.955,2614.578,2615.139,1528,27.079588072570477,2621.5151904761906,2621.3124901960796,0.20270028011100294,0.0,2614.578,2613.183
2024-12-30 08:30:00,2615.147,2616.036,2613.398,2613.699,1410,24.144131388362236,2620.8781428571433,2621.214647058825,-0.3365042016816915,-1.0,2613.398,2616.312
2024-12-30 08:45:00,2613.714,2614.189,2609.234,2611.875,2348,21.033851629979097,2620.161428571429,2621.102411764707,-0.9409831932780435,0.0,2609.234,2613.025
2024-12-30 09:00:00,2611.935,2613.557,2611.404,2613.183,1354,28.178935026525732,2619.5235238095242,2620.9953529411778,-1.4718291316535215,0.0,2611.404,2612.82
2024-12-30 09:15:00,2613.188,2616.504,2613.049,2616.312,1357,41.75585158886438,2619.1819523809527,2620.9337058823544,-1.7517535014017085,0.0,2613.049,2614.168
2024-12-30 09:30:00,2616.35,2617.52,2612.928,2613.025,1717,34.399251814942,2618.6794285714286,2620.7835098039227,-2.1040812324940816,0.0,2612.928,2614.379
2024-12-30 09:45:00,2613.02,2614.546,2611.995,2612.82,1501,33.99696227743906,2618.213285714286,2620.7373921568637,-2.524106442577704,0.0,2611.995,2612.489
2024-12-30 10:00:00,2612.823,2614.849,2612.469,2614.168,1308,39.04496993921656,2617.828761904762,2620.755627450981,-2.926865546219233,0.0,2612.469,2610.564
2024-12-30 10:15:00,2614.128,2615.243,2613.807,2614.379,1269,39.82082316619447,2617.4018571428574,2620.773921568628,-3.3720644257705317,0.0,2613.807,2612.998
2024-12-30 10:30:00,2614.339,2614.609,2611.534,2612.489,1535,35.46621666915184,2616.922142857143,2620.7149019607846,-3.7927591036414015,0.0,2611.534,2615.989
2024-12-30 10:45:00,2612.542,2613.059,2610.515,2610.564,1173,31.66774075591755,2616.3699523809523,2620.5990196078433,-4.2290672268909475,0.0,2610.515,2618.313
2024-12-30 11:00:00,2610.529,2614.201,2609.092,2612.998,1543,40.36478757266772,2615.8580476190477,2620.535784313726,-4.67773669467806,0.0,2609.092,2616.332
2024-12-30 11:15:00,2612.978,2616.594,2612.827,2615.989,1241,48.96136537832428,2615.528333333333,2620.477980392157,-4.949647058823757,0.0,2612.827,2617.988
2024-12-30 11:30:00,2615.971,2618.484,2614.403,2618.313,1729,54.45509207377208,2615.303428571429,2620.413078431373,-5.1096498599440565,0.0,2614.403,2618.283
2024-12-30 11:45:00,2618.318,2618.71,2616.152,2616.332,1125,49.558240745787174,2615.121190476191,2620.2814705882356,-5.160280112044802,0.0,2616.152,2618.87
2024-12-30 12:00:00,2616.332,2618.486,2615.731,2617.988,1122,53.33589255277826,2615.066761904762,2620.166392156863,-5.099630252100724,0.0,2615.731,2621.556
2024-12-30 12:15:00,2617.973,2618.66,2615.663,2618.283,1179,53.99683820387473,2615.031904761905,2620.039392156863,-5.007487394957934,0.0,2615.663,2619.163
2024-12-30 12:30:00,2618.307,2620.164,2617.473,2618.87,1355,55.35198308401187,2615.024428571429,2619.9381176470592,-4.913689075630373,0.0,2617.473,2621.807
2024-12-30 12:45:00,2618.847,2622.447,2618.723,2621.556,1210,61.01158878399554,2615.2470952380954,2619.8838823529413,-4.636787114845902,0.0,2618.723,2613.199
2024-12-30 13:00:00,2621.529,2622.469,2618.952,2619.163,2118,54.39594787801069,2615.360380952381,2619.784980392157,-4.424599439776102,0.0,2618.952,2606.716
2024-12-30 13:15:00,2619.11,2622.635,2617.9,2621.807,2479,59.607464638642305,2615.664380952381,2619.749803921569,-4.085422969187675,0.0,2617.9,2611.849
2024-12-30 13:30:00,2621.833,2622.365,2612.429,2613.199,3070,42.55641183233707,2615.572,2619.566352941177,-3.9943529411766576,0.0,2612.429,2612.37
2024-12-30 13:45:00,2613.249,2614.44,2606.416,2606.716,3330,34.54222736389716,2615.239476190476,2619.2365294117653,-3.9970532212892067,0.0,2606.416,2606.35
2024-12-30 14:00:00,2606.679,2612.193,2605.349,2611.849,3059,43.59877713068566,2615.238238095238,2618.9728235294124,-3.734585434174278,0.0,2605.349,2611.517
2024-12-30 14:15:00,2611.885,2613.805,2611.257,2612.37,2075,44.439053847505654,2615.199523809524,2618.7102352941183,-3.5107114845941396,0.0,2611.257,2603.875
2024-12-30 14:30:00,2612.402,2612.402,2605.396,2606.35,3094,37.48909521050564,2614.7251428571435,2618.35737254902,-3.632229691876546,0.0,2605.396,2602.922
2024-12-30 14:45:00,2606.378,2612.023,2606.365,2611.517,3165,45.38427100691567,2614.6533333333336,2618.1190196078437,-3.4656862745100625,0.0,2606.365,2602.497
2024-12-30 15:00:00,2611.55,2611.716,2600.834,2603.875,3918,37.78344446084746,2614.2273809523813,2617.726568627452,-3.499187675070516,0.0,2600.834,2601.599
2024-12-30 15:15:00,2603.915,2605.928,2602.378,2602.922,3293,36.95231690326812,2613.6918571428578,2617.317294117648,-3.6254369747903183,0.0,2602.378,2600.356
2024-12-30 15:30:00,2602.898,2603.76,2599.597,2602.497,3645,36.56601708314728,2613.126047619048,2616.8963529411776,-3.7703053221293885,0.0,2599.597,2596.427
2024-12-30 15:45:00,2602.461,2604.368,2600.824,2601.599,2970,35.716401215043426,2612.607476190477,2616.441686274511,-3.834210084034112,0.0,2600.824,2600.571
2024-12-30 16:00:00,2601.613,2602.798,2599.961,2600.356,2448,34.52074961230765,2612.1213809523815,2615.917745098041,-3.7963641456594814,0.0,2599.961,2599.729
2024-12-30 16:15:00,2600.313,2601.595,2596.042,2596.427,2517,30.989363555108973,2611.3322857142866,2615.3197254901975,-3.9874397759108433,0.0,2596.042,2603.161
2024-12-30 16:30:00,2596.485,2600.724,2596.485,2600.571,2299,38.1733143247484,2610.598095238096,2614.8097647058835,-4.2116694677874875,0.0,2596.485,2603.276
2024-12-30 16:45:00,2600.559,2600.861,2598.799,2599.729,2011,37.3231504662591,2609.7131428571433,2614.343960784315,-4.630817927171847,0.0,2598.799,2602.23
2024-12-30 17:00:00,2599.779,2603.706,2599.779,2603.161,2149,42.90479620454981,2609.0859523809527,2613.943627450982,-4.857675070029472,0.0,2599.779,2605.141
2024-12-30 17:15:00,2603.196,2603.934,2601.573,2603.276,1809,43.08768899074808,2608.385380952381,2613.56454901961,-5.179168067228602,0.0,2601.573,2604.81
2024-12-30 17:30:00,2603.214,2603.837,2601.374,2602.23,1676,41.776844685523706,2607.620952380953,2613.1721372549036,-5.55118487395066,0.0,2601.374,2605.053
2024-12-30 17:45:00,2602.262,2605.558,2602.163,2605.141,1700,46.641958402549484,2606.967190476191,2612.815215686276,-5.848025210085325,0.0,2602.163,2604.491
2024-12-30 18:00:00,2605.181,2605.508,2604.028,2604.81,1764,46.16954380012141,2606.1697619047623,2612.4671176470606,-6.29735574229835,0.0,2604.028,2606.125
2024-12-30 18:15:00,2604.83,2606.415,2603.661,2605.053,1673,46.59717924651295,2605.4978571428574,2612.131686274511,-6.633829131653783,0.0,2603.661,2604.957
2024-12-30 18:30:00,2605.091,2605.796,2603.4,2604.491,1422,45.69309084520533,2604.673285714286,2611.754098039217,-7.0808123249307755,0.0,2603.4,2604.372
2024-12-30 18:45:00,2604.44,2606.734,2604.13,2606.125,1115,48.80332743218393,2604.336428571429,2611.4249215686286,-7.08849299719941,0.0,2604.13,2607.021
2024-12-30 19:00:00,2606.12,2606.561,2604.644,2604.957,1267,46.7425721533247,2604.252666666667,2611.07043137255,-6.817764705882837,0.0,2604.644,2607.122
2024-12-30 19:15:00,2604.963,2605.631,2603.638,2604.372,1312,45.70167736436102,2603.8966190476194,2610.760882352942,-6.8642633053227655,0.0,2603.638,2607.598
2024-12-30 19:30:00,2604.383,2607.221,2604.134,2607.021,1296,51.02054244259519,2603.641904761905,2610.5234313725505,-6.881526610645324,0.0,2604.134,2608.088
