,DateTime,Open,High,Low,Close,Volume,EMA_21,RSI_14,SMA_10
0,2024-01-01 23:00:00,2064.593,2066.092,2063.301,2065.142,10,,,
1,2024-01-01 23:15:00,2065.159,2065.9,2064.443,2064.698,15,,,
2,2024-01-01 23:30:00,2064.664,2065.131,2063.634,2064.258,15,,,
3,2024-01-01 23:45:00,2064.259,2064.259,2062.643,2063.543,14,,,
4,2024-01-02 00:00:00,2063.347,2064.932,2063.331,2064.006,15,,,
5,2024-01-02 00:15:00,2064.015,2064.393,2062.175,2063.323,15,,,
6,2024-01-02 00:30:00,2063.323,2064.559,2062.831,2064.559,15,,,
7,2024-01-02 00:45:00,2064.588,2065.762,2064.322,2065.34,15,,,
8,2024-01-02 01:00:00,2065.341,2069.627,2064.87,2069.206,15,,,
9,2024-01-02 01:15:00,2069.248,2069.9,2067.144,2068.403,15,,,2065.2477999999996
10,2024-01-02 01:30:00,2068.308,2068.462,2066.869,2068.094,15,,,2065.5429999999997
11,2024-01-02 01:45:00,2068.081,2068.951,2066.29,2066.536,15,,,2065.7267999999995
12,2024-01-02 02:00:00,2066.512,2066.749,2063.891,2064.607,15,,,2065.7616999999996
13,2024-01-02 02:15:00,2064.619,2066.983,2064.56,2066.596,15,,,2066.0669999999996
14,2024-01-02 02:30:00,2066.597,2068.247,2065.657,2067.342,15,,56.89136699661782,2066.4005999999995
15,2024-01-02 02:45:00,2067.307,2068.267,2067.207,2067.669,15,,57.8219007563043,2066.835199999999
16,2024-01-02 03:00:00,2067.693,2069.394,2066.422,2068.867,15,,61.13208997627031,2067.2659999999987
17,2024-01-02 03:15:00,2068.934,2069.863,2068.934,2069.631,15,,63.11991847209055,2067.695099999999
18,2024-01-02 03:30:00,2069.589,2069.854,2069.295,2069.767,15,,63.47799231726044,2067.751199999999
19,2024-01-02 03:45:00,2069.688,2070.338,2068.541,2069.487,15,,62.14029503494669,2067.859599999999
20,2024-01-02 04:00:00,2069.492,2070.447,2069.117,2070.335,15,2066.733761904762,64.5751085027984,2068.0836999999988
21,2024-01-02 04:15:00,2070.425,2070.666,2068.83,2069.339,15,2066.970601731602,59.71733710771291,2068.3639999999987
22,2024-01-02 04:30:00,2069.342,2070.346,2069.342,2069.818,15,2067.229456119638,61.22794452381406,2068.8850999999986
23,2024-01-02 04:45:00,2069.851,2070.108,2068.823,2069.5,15,2067.435869199671,59.62923712942669,2069.1754999999985
24,2024-01-02 05:00:00,2069.567,2071.604,2069.37,2071.476,15,2067.8031538178825,65.63396388233355,2069.5888999999984
25,2024-01-02 05:15:00,2071.469,2071.832,2070.682,2071.357,15,2068.1262307435295,65.00687330417794,2069.9576999999986
26,2024-01-02 05:30:00,2071.353,2072.093,2070.682,2072.003,15,2068.4786643122998,66.85805833774047,2070.2712999999985
27,2024-01-02 05:45:00,2072.015,2074.8,2071.774,2074.31,15,2069.008785738454,72.46098827845596,2070.7391999999986
28,2024-01-02 06:00:00,2074.307,2074.847,2072.839,2074.625,15,2069.519350671322,73.12897693551167,2071.2249999999985
29,2024-01-02 06:15:00,2074.538,2076.639,2074.103,2075.661,15,2070.077682428475,75.25488328284759,2071.8423999999986
30,2024-01-02 06:30:00,2075.742,2076.466,2074.654,2074.901,15,2070.516165844068,70.82794863491134,2072.298999999998
31,2024-01-02 06:45:00,2074.965,2075.12,2073.76,2074.144,15,2070.845968949153,66.62392080659501,2072.7794999999983
32,2024-01-02 07:00:00,2074.077,2075.659,2073.231,2075.272,15,2071.2483354083206,69.52648219216424,2073.3248999999987
33,2024-01-02 07:15:00,2075.245,2076.358,2074.402,2075.115,15,2071.5998503712003,68.63184488337555,2073.8863999999985
34,2024-01-02 07:30:00,2075.123,2075.655,2074.565,2075.074,15,2071.9156821556367,68.38437490607267,2074.2461999999987
35,2024-01-02 07:45:00,2075.086,2075.406,2073.065,2073.065,15,2072.020165596033,57.452671577243294,2074.4169999999986
36,2024-01-02 08:00:00,2073.13,2074.405,2072.216,2073.947,15,2072.19533236003,60.44241588430486,2074.611399999999
37,2024-01-02 08:15:00,2074.025,2074.062,2072.18,2072.588,15,2072.2310294182093,54.13078448484405,2074.4391999999984
38,2024-01-02 08:30:00,2072.588,2074.308,2071.7,2073.753,15,2072.3693903801905,58.16391267625981,2074.3519999999985
39,2024-01-02 08:45:00,2073.848,2073.874,2072.324,2073.216,15,2072.446354891082,55.73140752450752,2074.1074999999987
40,2024-01-02 09:00:00,2073.276,2075.478,2073.184,2074.404,15,2072.6243226282563,59.74259339966237,2074.057799999998
41,2024-01-02 09:15:00,2074.397,2075.471,2073.921,2074.596,15,2072.8035660256874,60.36761744623268,2074.1029999999982
42,2024-01-02 09:30:00,2074.54,2078.877,2074.54,2078.255,15,2073.299150932443,69.94444301147148,2074.4012999999986
43,2024-01-02 09:45:00,2078.258,2078.813,2076.772,2077.032,15,2073.6385008476755,64.34748908760434,2074.5929999999985
44,2024-01-02 10:00:00,2077.048,2077.753,2074.483,2074.966,15,2073.7591825887957,56.17046826867097,2074.5821999999985
45,2024-01-02 10:15:00,2074.919,2075.344,2073.45,2074.646,15,2073.8398023534505,55.00455433291604,2074.7402999999986
46,2024-01-02 10:30:00,2074.607,2076.084,2074.331,2075.607,15,2074.000456684955,57.835084427196726,2074.9062999999987
47,2024-01-02 10:45:00,2075.604,2076.574,2075.337,2075.949,15,2074.177596986323,58.82772380188328,2075.2423999999987
48,2024-01-02 11:00:00,2075.935,2076.177,2073.815,2073.998,15,2074.1612699875664,51.39456659604199,2075.2668999999987
49,2024-01-02 11:15:00,2073.997,2075.863,2072.803,2074.978,15,2074.2355181705148,54.504246084419485,2075.4430999999986
50,2024-01-02 11:30:00,2074.997,2074.997,2068.357,2068.83,15,2073.744107427741,38.055290786811014,2074.885699999999
51,2024-01-02 11:45:00,2068.799,2070.31,2068.247,2069.221,15,2073.3329158434008,39.309744188714404,2074.348199999999
52,2024-01-02 12:00:00,2069.179,2069.498,2066.245,2066.74,15,2072.733559857637,34.5311896609113,2073.196699999999
53,2024-01-02 12:15:00,2066.749,2067.11,2065.016,2066.0,15,2072.121418052397,33.23352529373687,2072.093499999999
54,2024-01-02 12:30:00,2065.979,2068.313,2065.556,2067.217,15,2071.6755618658153,37.399999676274916,2071.318599999999
55,2024-01-02 12:45:00,2067.174,2068.082,2066.635,2067.869,15,2071.329510787105,39.575528450463246,2070.640899999999
56,2024-01-02 13:00:00,2067.829,2068.735,2064.817,2065.587,15,2070.8074643519135,34.991887474930245,2069.638899999999
57,2024-01-02 13:15:00,2065.619,2068.767,2065.358,2067.075,15,2070.4681494108304,39.881391050984504,2068.751499999999
58,2024-01-02 13:30:00,2067.092,2071.018,2066.942,2069.712,15,2070.3994085553004,47.4278745823377,2068.3228999999988
59,2024-01-02 13:45:00,2069.742,2069.795,2064.824,2066.272,15,2070.0241895957274,40.317920084759,2067.452299999999
60,2024-01-02 14:00:00,2066.312,2067.264,2064.834,2065.269,15,2069.5918996324795,38.50540341218282,2067.096199999999
61,2024-01-02 14:15:00,2065.233,2067.884,2064.55,2065.91,15,2069.257181484072,40.35096726660791,2066.765099999999
